pair_id	role	protein_x	protein_y	ac_id	triplet_id	anchor	assembly_size_stratum	structure_grade_provisional	counterfactual_grade_provisional	sequence_similarity_bin	positive_source	positive_interface_status	orientation
SP:0014995	ad_positive	E9BJV7	E9BQ25	AC:003265		E9BJV7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014996	ad_positive	E9BJV7	E9BTG4	AC:003265		E9BJV7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014997	ad_positive	E9BJV7	E9BI96	AC:003265		E9BJV7	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0014998	ad_positive	Q9BIJ5	E9BI96	AC:003265		Q9BIJ5	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014999	ad_positive	Q9BIJ5	E9BJZ5	AC:003265		Q9BIJ5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015000	ad_positive	Q8VCS6	Q9CQA5	AC:003266		Q8VCS6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015001	ad_positive	Q8VCS6	Q921D4	AC:003266		Q8VCS6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015002	ad_positive	Q8VCS6	Q9CQ39	AC:003266		Q8VCS6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015003	ad_positive	Q99K74	Q925J9	AC:003266		Q99K74	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0015004	ad_positive	Q99K74	Q80YQ2	AC:003266		Q99K74	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015005	ad_positive	Q99K74	Q924H2	AC:003266		Q99K74	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015006	ad_positive	Q7Z6M4	Q9P0M9	AC:003267		Q7Z6M4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015007	ad_positive	Q7Z6M4	Q9NX20	AC:003267		Q7Z6M4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015008	ad_positive	Q7Z6M4	Q96CB9	AC:003267		Q7Z6M4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015009	ad_positive	Q9BZE1	Q9P015	AC:003267		Q9BZE1	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015010	ad_positive	Q9BZE1	Q9P0M9	AC:003267		Q9BZE1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015011	ad_positive	Q9BZE1	H2QWN0	AC:003267		Q9BZE1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015012	ad_positive	Q9VJZ4	Q9V3W2	AC:003268		Q9VJZ4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015013	ad_positive	Q9VJZ4	Q9W3X7	AC:003268		Q9VJZ4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015014	ad_positive	Q9VQM2	Q7JZK1	AC:003268		Q9VQM2	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015015	ad_positive	Q9VQM2	Q9VQR2	AC:003268		Q9VQM2	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015016	ad_positive	Q9VQM2	Q6IDF5	AC:003268		Q9VQM2	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015017	ad_positive	A0A3Q8IVH0	Q9UAB4	AC:003269		A0A3Q8IVH0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015018	ad_positive	A0A3Q8IVH0	A0A3Q8IB07	AC:003269		A0A3Q8IVH0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015019	ad_positive	A0A3Q8IVH0	A0A3Q8IIY4	AC:003269		A0A3Q8IVH0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015020	ad_positive	A0A504XH29	A0A3Q8IIY4	AC:003269		A0A504XH29	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015021	ad_positive	A0A504XH29	A0A504Y5E1	AC:003269		A0A504XH29	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015022	ad_positive	A0A504XH29	A0A3S7X127	AC:003269		A0A504XH29	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0015023	ad_positive	A0A4X1T0A8	Q7IIB7	AC:003270		A0A4X1T0A8	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015024	ad_positive	A0A4X1T0A8	I3LGM4	AC:003270		A0A4X1T0A8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015025	ad_positive	A0A4X1T0A8	A0A4X1VD84	AC:003270		A0A4X1T0A8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015026	ad_positive	O79875	A0A8D1K2Z9	AC:003270		O79875	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015027	ad_positive	O79875	A0A8D0J7S2	AC:003270		O79875	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015028	ad_positive	O79875	A0A8D1WW27	AC:003270		O79875	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015029	ad_positive	A0A8N7XJ18	A0A6P7EX23	AC:003271		A0A8N7XJ18	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015030	ad_positive	A0A8N7XJ18	A0A6P3E9B7	AC:003271		A0A8N7XJ18	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015031	ad_positive	A0A8N7XJ18	O78757	AC:003271		A0A8N7XJ18	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015032	ad_positive	A0A8N7XJG2	O78748	AC:003271		A0A8N7XJG2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015033	ad_positive	A0A8N7XJG2	A0A836A4Q3	AC:003271		A0A8N7XJG2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015034	ad_positive	A0A8N7XJG2	A0A7M4DUG1	AC:003271		A0A8N7XJG2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015035	ad_positive	Q4CT44	Q4DEW9	AC:003272		Q4CT44	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015036	ad_positive	Q4CT44	Q4CPX3	AC:003272		Q4CT44	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015037	ad_positive	Q4DV41	A0A2V2XQ88	AC:003272		Q4DV41	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015038	ad_positive	Q4DV41	Q4DY17	AC:003272		Q4DV41	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015039	ad_positive	Q4DV41	Q4DS13	AC:003272		Q4DV41	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015040	ad_positive	C6KSY6	Q8I502	AC:003273		C6KSY6	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015041	ad_positive	C6KSY6	Q8IL02	AC:003273		C6KSY6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015042	ad_positive	C6KSY6	Q8IB51	AC:003273		C6KSY6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015043	ad_positive	O96184	Q8IAX6	AC:003273		O96184	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015044	ad_positive	O96184	Q8ILK3	AC:003273		O96184	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015045	ad_positive	O96184	Q8IDB0	AC:003273		O96184	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015046	ad_positive	B5RSK3	B5FVG1	AC:003274		B5RSK3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015047	ad_positive	B5RSK3	Q6CGB4	AC:003274		B5RSK3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015048	ad_positive	B5RSK3	Q6C674	AC:003274		B5RSK3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015049	ad_positive	Q6C7X4	Q6C926	AC:003274		Q6C7X4	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015050	ad_positive	Q6C7X4	Q9B6D4	AC:003274		Q6C7X4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015051	ad_positive	Q6C7X4	Q6C7L6	AC:003274		Q6C7X4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015052	ad_positive	Q4DGZ5	A0A2V2WGW5	AC:003275		Q4DGZ5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015053	ad_positive	Q4DGZ5	Q4DU83	AC:003275		Q4DGZ5	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0015054	ad_positive	Q4DGZ5	Q4DQZ2	AC:003275		Q4DGZ5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015055	ad_positive	Q4DW38	Q4E088	AC:003275		Q4DW38	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015056	ad_positive	Q4DW38	Q4DU83	AC:003275		Q4DW38	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0015057	ad_positive	P60866	P62273	AC:003276		P60866	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015058	ad_positive	P60866	P62753	AC:003276		P60866	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015059	ad_positive	P60866	P62249	AC:003276		P60866	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015060	ad_positive	Q2NL82	P62861	AC:003276		Q2NL82	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015061	ad_positive	Q2NL82	P62266	AC:003276		Q2NL82	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015062	ad_positive	Q2NL82	P62244	AC:003276		Q2NL82	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0015063	ad_positive	Q6RFH5	Q9H9Y2	AC:003277		Q6RFH5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015064	ad_positive	Q6RFH5	P62910	AC:003277		Q6RFH5	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0015065	ad_positive	Q6RFH5	P61254	AC:003277		Q6RFH5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015066	ad_positive	Q99848	P36578	AC:003277		Q99848	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015067	ad_positive	Q99848	Q8TDN6	AC:003277		Q99848	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015068	ad_positive	Q99848	P18077	AC:003277		Q99848	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015069	ad_positive	A2RHH0	A2RMR1	AC:003278		A2RHH0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0015070	ad_positive	A2RHH0	A2RNM6	AC:003278		A2RHH0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015071	ad_positive	A2RHH0	A2RNQ0	AC:003278		A2RHH0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015072	ad_positive	A2RP62	A2RNN0	AC:003278		A2RP62	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015073	ad_positive	A2RP62	A2RMR1	AC:003278		A2RP62	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0015074	ad_positive	Q99N95	Q8VDT9	AC:003279		Q99N95	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015075	ad_positive	Q99N95	Q99N91	AC:003279		Q99N95	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015076	ad_positive	Q9D1N9	Q99N91	AC:003279		Q9D1N9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015077	ad_positive	Q9D1N9	Q8K2Y7	AC:003279		Q9D1N9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015078	ad_positive	Q7S300	Q7SA60	AC:003280		Q7S300	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015079	ad_positive	Q7S300	Q7SB98	AC:003280		Q7S300	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015080	ad_positive	Q7S300	F5HIJ5	AC:003280		Q7S300	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015081	ad_positive	V5IMN1	Q7S711	AC:003280		V5IMN1	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0015082	ad_positive	V5IMN1	Q1K730	AC:003280		V5IMN1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015083	ad_positive	V5IMN1	A7UWX2	AC:003280		V5IMN1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015084	ad_positive	P96077	P80377	AC:003281		P96077	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0015085	ad_positive	Q5SJE1	Q5SHP3	AC:003281		Q5SJE1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015086	ad_positive	Q5SJE1	P80377	AC:003281		Q5SJE1	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0015087	ad_positive	Q5SJE1	Q5SHN9	AC:003281		Q5SJE1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015088	ad_positive	Q9DC71	Q9CQE3	AC:003282		Q9DC71	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015089	ad_positive	Q9DC71	Q9DCJ7	AC:003282		Q9DC71	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015090	ad_positive	Q9DCA2	Q80X85	AC:003282		Q9DCA2	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015091	ad_positive	Q9DCA2	P58064	AC:003282		Q9DCA2	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0015092	ad_positive	P28076	Q9QUM9	AC:003283		P28076	gt24			medium	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0015093	ad_positive	P28076	O70435	AC:003283		P28076	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015094	ad_positive	P28076	O35955	AC:003283		P28076	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015095	ad_positive	P49722	Q60692	AC:003283		P49722	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015096	ad_positive	P49722	Q9R1P3	AC:003283		P49722	gt24			medium	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015097	ad_positive	P49722	O35955	AC:003283		P49722	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015098	ad_positive	A0A836CQA7	A0A6P3E749	AC:003284		A0A836CQA7	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015099	ad_positive	A0A836CQA7	A0A7M4DUG1	AC:003284		A0A836CQA7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015100	ad_positive	A0A836CQA7	A0A8N7XJ91	AC:003284		A0A836CQA7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015101	ad_positive	P34162	P16370	AC:003285		P34162	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015102	ad_positive	P34162	P19263	AC:003285		P34162	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0015103	ad_positive	P34162	P38902	AC:003285		P34162	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015104	ad_positive	P38782	Q08278	AC:003285		P38782	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015105	ad_positive	P38782	P04050	AC:003285		P38782	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015106	ad_positive	P38202	P14126	AC:003286		P38202	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0015107	ad_positive	P38202	P10664	AC:003286		P38202	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015108	ad_positive	P38202	P26784	AC:003286		P38202	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015109	ad_positive	P38779	P05743	AC:003286		P38779	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015110	ad_positive	P38779	P05749	AC:003286		P38779	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015111	ad_positive	P38779	P0CX41	AC:003286		P38779	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015112	ad_positive	R4ZGW6	R4ZGX1	AC:003287		R4ZGW6	gt24			medium	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015113	ad_positive	R4ZGW6	R4ZGS7	AC:003287		R4ZGW6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015114	ad_positive	R4ZGW6	A9NKX0	AC:003287		R4ZGW6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0015115	ad_positive	R4ZGZ0	R4ZGU2	AC:003287		R4ZGZ0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015116	ad_positive	R4ZGZ0	R4ZGS4	AC:003287		R4ZGZ0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015117	ad_positive	R4ZGZ0	A9NLC2	AC:003287		R4ZGZ0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0015118	ad_positive	G0S832	G0SBN1	AC:003288		G0S832	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0015119	ad_positive	G0S832	G0S7X0	AC:003288		G0S832	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015120	ad_positive	G0S832	G0SFC3	AC:003288		G0S832	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015121	ad_positive	G0SG89	G0SCK6	AC:003288		G0SG89	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0015122	ad_positive	G0SG89	G0S9T3	AC:003288		G0SG89	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015123	ad_positive	G0SG89	G0SEA9	AC:003288		G0SG89	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0015124	ad_positive	O51646	P94272	AC:003289		O51646	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015125	ad_positive	O51646	O51719	AC:003289		O51646	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015126	ad_positive	O51646	O51206	AC:003289		O51646	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0015127	ad_positive	P94270	O51354	AC:003289		P94270	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015128	ad_positive	P94270	O51314	AC:003289		P94270	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015129	ad_positive	P94270	O51447	AC:003289		P94270	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0015130	ad_positive	A0A7S3TFW5	Q4G3F6	AC:003290		A0A7S3TFW5	gt24			high	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
