sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score	evidence_semantics	accession_a	accession_b	mapping_status_a	mapping_status_b	pair_mapping_status	reliable_reported_taxon_mapping	manual_verified_negative	direct_assay_negative	sequence_available	len_a	len_b	sequence_source_a	sequence_source_b	pair_tokens	pair_fits_1024	human_human	exact_negatome_pair_overlap	exact_string_positive_overlap	negative_score_id	score
296	CST	12854	10090	TIN2	26277	9606	no_interaction	coIP	co-immunoprecipitation	In contrast, co-IP experiments revealed no interaction of CST with TRF1, TRF2, Rap1, TIN2, and POT1a (Fig.	S5A-C).	S5A-C).	22748632	PMC3392515	Telomeric 3' overhangs derive from resection by Exo1 and Apollo and fill-in by POT1b-associated CST	CLAIM:000164427:0-1	PAIR2:GENE:12854|GENE:26277	CLAIM:000164427	82cb8ca510d6512fa4f0908aa25b23be20055ef3	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P56469	Q9BSI4	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	109	451	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	563	1	0	0	0	PN6:0296:negative	0.000137
299	Ack	10188	9606	Hpo	37247	7227	no_interaction	coIP	co-immunoprecipitation	By co-IP experiments, we confirmed that Ack has no interaction with Hpo or Wts.	To verify our hypothesis, we checked whether Ack interacts with other components of Hippo signaling and analyzed whether Ack affects their activity in S2 cells.	We further tested upstream components such as Mer and Ex.	27462444	PMC4860957	Ack promotes tissue growth via phosphorylation and suppression of the Hippo pathway component Expanded	CLAIM:000160221:0-1	PAIR2:GENE:10188|GENE:37247	CLAIM:000160221	fd05fdba9c608ff7330f43508515b1e2f4d852f1	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q07912	Q8T0S6	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	1038	669	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1710	0	0	0	0	PN6:0299:negative	0.022208
301	CST	12854	10090	TRF1	21749	10090	no_interaction	coIP	co-immunoprecipitation	In contrast, co-IP experiments revealed no interaction of CST with TRF1, TRF2, Rap1, TIN2, and POT1a (Fig.	S5A-C).	S5A-C).	22748632	PMC3392515	Telomeric 3' overhangs derive from resection by Exo1 and Apollo and fill-in by POT1b-associated CST	CLAIM:000164424:0-1	PAIR2:GENE:12854|GENE:21749	CLAIM:000164424	986a7fdeadf52f3937ed7f9b5feaa9b837923eb6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P56469	P70371	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	109	421	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	533	1	0	0	0	PN6:0301:negative	9.1e-05
302	CST	12854	10090	TRF2	21750	10090	no_interaction	coIP	co-immunoprecipitation	In contrast, co-IP experiments revealed no interaction of CST with TRF1, TRF2, Rap1, TIN2, and POT1a (Fig.	S5A-C).	S5A-C).	22748632	PMC3392515	Telomeric 3' overhangs derive from resection by Exo1 and Apollo and fill-in by POT1b-associated CST	CLAIM:000164425:0-1	PAIR2:GENE:12854|GENE:21750	CLAIM:000164425	cf493404f16011e76f0755d8e3d510f2137b82ee	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P56469	O35144	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	109	541	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	653	1	0	0	0	PN6:0302:negative	0.000101
304	Ack	10188	9606	Wts	43651	7227	no_interaction	coIP	co-immunoprecipitation	By co-IP experiments, we confirmed that Ack has no interaction with Hpo or Wts.	To verify our hypothesis, we checked whether Ack interacts with other components of Hippo signaling and analyzed whether Ack affects their activity in S2 cells.	We further tested upstream components such as Mer and Ex.	27462444	PMC4860957	Ack promotes tissue growth via phosphorylation and suppression of the Hippo pathway component Expanded	CLAIM:000160222:0-1	PAIR2:GENE:10188|GENE:43651	CLAIM:000160222	ccb938f9c4261629da23373f24c7464e7cc68fec	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q07912	Q9VA38	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	1038	1105	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2146	0	0	0	0	PN6:0304:negative	0.006744
307	IFI204	15951	10090	ASC	20905	10090	no_interaction	coIP	unknown	No interaction was observed between ASC and IFI204 in the infected cells (Figure 4E, right column).	Co-immunoprecipitation (co-IP) experiments showed that STING was present in IFI204 immunoprecipitates, suggesting existence of a IFI204-STING conjugate molecule in J774A.1 cells (Figure 4E, left column).	This result further confirmed our hypothesis that IFI204 conjugates competitively with M. bovis to inhibit the AIM2-dependent IL-1beta production.	28529930	PMC5418236	The Central Role of IFI204 in IFN-beta Release and Autophagy Activation during Mycobacterium bovis Infection	CLAIM:000233014:0-1	PAIR2:GENE:15951|GENE:20905	CLAIM:000233014	f47eecddae790484fdd4dd297d3c4ad84d81670f	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P0DOV2	P50427	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	619	624	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	1246	0	0	0	0	PN6:0307:negative	9.4e-05
310	KIFC1	100502766	10090	PLK4	20873	10090	no_interaction	coIP	Co-IP	Co-IP assays indicated that KIFC1 did not interact with PLK4, whereas TRIM37 interacted with PLK4, and KIFC1 interacted with TRIM37.	The results based on the above experiments inferred that KIFC1 promoted centrosome amplification and EC progression dependent on PLK4, which also contributed to cell survival, proliferation, invasion, and migration.	Mechanically, KIFC1 decreased the expression of TRIM37 to reduce the PLK4 ubiquitination degradation and enhance its stability which finally led to EC progression.	39349439	PMC11442630	KIFC1 depends on TRIM37-mediated ubiquitination of PLK4 to promote centrosome amplification in endometrial cancer	CLAIM:000156139:0-1	PAIR2:GENE:100502766|GENE:20873	CLAIM:000156139	66a48c4cda94e37678f005a7d21e3244e6468f69	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q9QWT9	Q64702	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	674	925	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	1602	0	0	0	0	PN6:0310:negative	0.000255
311	BLT1	1241	9606	dynamin-2	1785	9606	no_interaction	coIP	co-immunoprecipitation	However, no interaction between dynamin-2 and BLT1 was observed in the group not treated with LTB4, or in HMC-1 cells stimulated with LTB4 for 30 min (Fig.	Similarly, LTB4 stimulation for 60 min strongly induced an interaction between dynamin-2 and BLT1 in HMC-1 cells compared to that in cells stimulated with medium alone.	7B).	39218627	PMC11366542	Dynamin 2-mediated endocytosis of BLT1 is required for IL-8 production in HMC-1 cells induced by Trichomonas vaginalis-derived secretory products	CLAIM:000282424:0-1	PAIR2:GENE:1241|GENE:1785	CLAIM:000282424	71ab1637131c91b962a9b49ba58d29372b6eb57f	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q15722	P50570	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	352	870	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1225	0	1	0	0	PN6:0311:negative	6.2e-05
312	KDM5B	10765	9606	MDM2	4193	9606	no_interaction	coIP	Co-IP	(B) Co-IP validation indicated that KDM5B did not interact with MDM2 in PDLSCs.	(A) Prediction of recognition E3 ligases for KDM5B by UbiBrowser.	(C) Co-IP validation of exogenous expressed SKP2 and KDM5B in 293T cells.	35229010	PMC8844145	Circ_0087960 stabilizes KDM5B by reducing SKP2 mediated ubiquitination degradation and promotes osteogenic differentiation in periodontal ligament stem cells	CLAIM:000148471:0-1	PAIR2:GENE:10765|GENE:4193	CLAIM:000148471	b72732f737c10e295bedf3f721810db21175a2e2	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q9UGL1	Q00987	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	1544	491	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2038	0	1	0	0	PN6:0312:negative	0.998506
314	ERalpha	2099	9606	Lpp	4026	9606	no_interaction	coIP	co-immunoprecipitation	No interaction was observed between ERalpha and Lpp (Figure 1E, lane 9).	ERalpha showed similar binding activity with Ajuba, Limd1 and Wtip (Figure 1E, lanes 6, 7 and 10), and weakly interacted with Zyxin (Figure 1E, lane 8).	These data indicate that ERalpha selectively interacts with members of the Ajuba/Zyxin family.	30597111	PMC6412004	The LIM protein Ajuba recruits DBC1 and CBP/p300 to acetylate ERalpha and enhances ERalpha target gene expression in breast cancer cells	CLAIM:000263975:0-1	PAIR2:GENE:2099|GENE:4026	CLAIM:000263975	838a61a02bacc671e4814ac702d5c093091aed7b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P03372	Q93052	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	595	612	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1210	0	1	0	0	PN6:0314:negative	0.997251
318	XRN1	54464	9606	YTHDF1	54915	9606	no_interaction	coIP	co-immunoprecipitation	YTHDF1 did not interact with XRN1 according to the co-IP assay in 293T cells.			33605073	PMC8025027	N(6)-methyladenosine-binding protein YTHDF1 suppresses EBV replication and promotes EBV RNA decay	CLAIM:000259933:0-1	PAIR2:GENE:54464|GENE:54915	CLAIM:000259933	db712bf000fc2763049faeea18f0c5ad3e4ce33c	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q8IZH2	Q9BYJ9	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	1706	559	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2268	0	1	0	0	PN6:0318:negative	0.969333
322	RCOR2	104383	10090	HP1alpha	12419	10090	no_interaction	coIP	co-immunoprecipitation	In addition, we performed co-immunoprecipitation experiments starting from the nuclear RCOR2 peak and, in conditions where HP1alpha, which does not interact with RCOR2, was absent; we were able to detect SON as part of the RCOR2 immunocomplex, suggesting RCOR2 forms complexes with a speckle core component in the extracted fractions (Fig.	3B).	3C).	34819154	PMC8611983	Revealing RCOR2 as a regulatory component of nuclear speckles	CLAIM:000197493:0-1	PAIR2:GENE:104383|GENE:12419	CLAIM:000197493	10783445cd8817fc424975a5699f62e7e019b24b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q8C796	Q61686	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	523	191	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	717	1	0	0	0	PN6:0322:negative	0.716508
323	DRD2	1813	9606	HIF1alpha	3091	9606	no_interaction	coIP	co-immunoprecipitation	Coimmunoprecipitation (co-IP) results showed no interaction between DRD2 and HIF1alpha (Fig.	Based on the above results, we further conducted the biochemical experiment to research the relationship between DRD2 and HIF1alpha in tumor cells.	4C).	34321238	PMC9306299	Psychologic Stress Drives Progression of Malignant Tumors via DRD2/HIF1alpha Signaling	CLAIM:000163722:0-1	PAIR2:GENE:1813|GENE:3091	CLAIM:000163722	1cec5d45bc27db708eb2b6de03c2d7e83e65defd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P14416	Q16665	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	443	826	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1272	0	1	0	0	PN6:0323:negative	0.001038
325	FOSL2	2355	9606	SOX4	6659	9606	no_interaction	coIP	co-immunoprecipitation	The results showed that the there was no interaction between the SOX4 and FOSL2 in our co-IP system (See Author response image 1), suggesting SOX4 cannot strongly interact with the FOSL2.	We conducted the co-immunoprecipitation experiment as the reviewer suggested.		35244538	PMC8923662	SOX4 facilitates PGR protein stability and FOXO1 expression conducive for human endometrial decidualization	CLAIM:000150832:0-1	PAIR2:GENE:2355|GENE:6659	CLAIM:000150832	9eec83f4a259af555e15e37926f067a76965a945	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	P15408	Q06945	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	326	474	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	803	1	1	0	0	PN6:0325:negative	0.069965
328	NOX2	13058	10090	calnexin	821	9606	no_interaction	coIP	co-immunoprecipitation	The calnexin NOX4 interaction could be confirmed by reverse Co-IP and proximity ligation assay, whereas NOX1, NOX2, or NOX5 did not interact with calnexin.	Calnexin also resided in NOX4-containing complexes as demonstrated by complexome profiling from BN-PAGE.	Calnexin deficiency as studied in mouse embryonic fibroblasts from calnexin-/- mice or in response to calnexin shRNA reduced cellular NOX4 protein expression and reactive oxygen species formation.	26861875	PMC4807287	The Endoplasmic Reticulum Chaperone Calnexin Is a NADPH Oxidase NOX4 Interacting Protein*	CLAIM:000054632:0-1	PAIR2:GENE:13058|GENE:821	CLAIM:000054632	6c0c973dc20924a6cf51b3b75d3d74a4fcb02ab0	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q61093	P27824	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	570	592	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1165	0	0	0	0	PN6:0328:negative	0.871275
329	RACGAP1	29127	9606	KIF3B	9371	9606	no_interaction	coIP	Co-IP	The binding between RACGAP1 and PRC1 was also found in NOZ cells but not in GBC-SD cells, and Co-IP assays revealed that RACGAP1 did not interact with TOP2A and KIF3B (Figure S4).	The results of endogenous Co-IP showed that LIG3 bound to RACGAP1, and reverse Co-IP experiments validated the interaction (Figure 3B).	The cellular localization of RACGAP1 and LIG3 was confirmed by IF.	34239347	PMC8241731	Rac GTPase activating protein 1 promotes gallbladder cancer via binding DNA ligase 3 to reduce apoptosis	CLAIM:000307584:0-1	PAIR2:GENE:29127|GENE:9371	CLAIM:000307584	b7574f6f029a747c38e3ad5cf54dbb877e256d39	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q9H0H5	O15066	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	632	747	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1382	0	1	0	0	PN6:0329:negative	0.918153
330	Vinculin	22330	10090	KIAA0753	74477	10090	no_interaction	coIP	co-immunoprecipitation	The results showed that KIAA0753 interacted with both Gli2 and SHH (Figure 6I-K), with no interaction observed with Vinculin (a cytoplasmic actin-binding protein) (Figure 6L).	To further elucidate the regulatory mechanism of KIAA0753 on the Hh signalling pathway, coimmunoprecipitation (Co-IP) experiments were conducted in HEK293T cells.	This indicated that KIAA0753 specifically interacted with Gli2 and SHH to directly regulate the Hh signalling pathway.	39245790	PMC11381189	KIAA0753 enhances osteoblast differentiation suppressed by diabetes	CLAIM:000280053:0-1	PAIR2:GENE:22330|GENE:74477	CLAIM:000280053	abe132bb625ca3102c254bbf366a567a5517b893	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0	association_negative	Q64727	Q6A000	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	1066	959	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2028	0	0	0	0	PN6:0330:negative	0.000252
